Age;Age.Group;Sex;Condition;Gains.e.c;Losses.e.c;Accuracy.PM.Task;Accuracy.OngoingTask;RT.Mdn.OngoingTask;RT.Mdn.PM.Task;Monetary.Motivation;PayoffRetained;Importance.OngoingTask;Importance.PMTask;N.Nontargets;N.Targets;LossAversion;Education;Income;LifeSatisfaction;Health;CognitiveSpeed;Vocabulary;SocialValueOrientation;GainOrientation;MaintenanceOrientation;LossOrientation;PositiveAffect;Negative.Affect;PRMQ.Prospective;PRMQ.Retrospective;ZAge;ZAccuracy.PM.Task;ZAccuracy.OngoingTask;ZRT.Mdn.OngoingTask;ZMonetary.Motivation;ZImportance.OngoingTask;ZImportance.PMTask;ZCognitiveSpeed;ZGainOrientation;ZMaintenanceOrientation;ZLossOrientation;ZAge.x.Gains;ZAge.x.Losses
55;Middle;2;Control;-1;-1;,833333333333333;,98371335504886;1675;2568;50; ;99;90;307;12;3;2;9;5;2;31;32;20,9372852742747;4,16666666666667;8;6,16666666666667;3,1;1,1;4,875;4,625;,197667892114219;1,20177696704342;,726642260832697;,588994209093615;-,0682032911705196;,680699852183269;,496386764777462;-,153134791123788;-1,85150713227196;1,28527712752149;,297762373017936;-,197667892114219;-,197667892114219
46;Middle;1;Control;-1;-1;,916666666666667;,983498349834984;1407;1152,5;50; ;90;90;303;12;1;3;4;7;6;36;32;37,4824114277185;6,66666666666667;6,66666666666667;4,33333333333333;3,4;1,1;3,375;2,625;-,229294754852494;1,47422010818677;,720342694480985;-,0121245555133214;-,0682032911705196;,28043351442033;,496386764777462;,344415071733289;,162622302512203;,444768924237682;-,639550025353306;,229294754852494;,229294754852494
57;Middle;1;Control;-1;-1;,916666666666667;,900662251655629;838;867;20; ;90;100;302;12;2;3;5;6;6;34;35;35,7617070687069;7,66666666666667;7;6,66666666666667;4,5;1,4;3,875;4;,292548480329044;1,47422010818677;-1,7067216887006;-1,28838044007058;-,845369548929019;,28043351442033;,890133842007355;,145395126590458;,968274076425868;,654895975058634;,553393027119184;-,292548480329044;-,292548480329044
42;Middle;1;Control;-1;-1;,75;,967320261437909;1018;1071;100; ;100;100;306;12;1;6;4;7;7;48;34;30,4290662871776;4,16666666666667;7,16666666666667;5,66666666666667;2,8;1;4,125;4,75;-,419055931282144;,929333825900077;,246331206741811;-,884643956379359;1,22707380509365;,725173889712485;,890133842007355;1,53853474259027;-1,85150713227196;,75995950046911;,0421317189166884;,419055931282144;,419055931282144
63;Middle;2;Control;-1;-1;,666666666666667;,99009900990099;1098;1725,5;90; ;100;80;303;12;3;6;1;6;7;25;36;32,5628654598417;6;6,16666666666667;5,66666666666667;4,1;1;4,75;4,875;,577190244973519;,656890684756732;,913739381478567;-,705205519183259;,968018385840813;,725173889712485;,102639687547569;-,750194626552281;-,374478880096907;,129578348006255;,0421317189166884;-,577190244973519;-,577190244973519
65;Middle;2;Control;-1;-1;0;,957095709570957;753;732;20; ;80;30;303;12;3;4;3;5;5;30;34;32,8423496666755;7;7,83333333333333;8;3,4;1,2;3,625;3,625;,672070833188344;-1,52265444439003;-,0532440535093462;-1,47903377959144;-,845369548929019;-,164306860871825;-1,8660956986019;-,252644763695204;,431172893816758;1,18021360211101;1,23507477138918;-,672070833188344;-,672070833188344
49;Middle;2;Control;-1;-1;,333333333333333;,957236842105263;1379;1408,5;0; ;100;100;304;12;4;6;2;6;7;29;31;29,4325684463162;7,16666666666667;6,5;3,5;4;1,1;3,75;4,125;-,0869738725302564;-,432881879816649;-,0491089269781487;-,0749280085319565;-1,36348038743468;,725173889712485;,890133842007355;-,352154736266619;,565448189469036;,339705398827206;-1,06560111552205;,0869738725302564;,0869738725302564
38;Middle;2;Control;-1;-1;,25;,92358803986711;1524;1415;75; ;85;80;301;12;1;4;4;6;7;35;31;37,0686679828955;6,5;7,66666666666667;4;4,2;1,1;4,25;4,75;-,608817107711794;-,705325020959994;-1,03500530843395;,250304158885975;,579435256961563;,0580633267742523;,102639687547569;,244905099161874;,0283470068599256;1,07515007670054;-,809970461420805;,608817107711794;,608817107711794
65;Middle;2;Control;-1;-1;0;,971061093247588;1256;1203,5;50; ;100;100;311;12;0;2;7;6;7;24;35;7,81529354676688;4,16666666666667;5,66666666666667;5,66666666666667;3,1;1;4,25;3,875;,672070833188344;-1,52265444439003;,355936075250811;-,350814605720961;-,0682032911705196;,725173889712485;,890133842007355;-,849704599123696;-1,85150713227196;-,185612228225173;,0421317189166884;-,672070833188344;-,672070833188344
57;Middle;1;Control;-1;-1;,5;,983552631578947;1348;1632;80; ;100;80;304;12;4;6;1;6;6;35;33;-16,260204708312;4,66666666666667;6,66666666666667;8;2,7;1;3,875;4;,292548480329044;,112004402470041;,721933127762214;-,144460402945445;,70896296658798;,725173889712485;,102639687547569;,244905099161874;-1,44868124531513;,444768924237682;1,23507477138918;-,292548480329044;-,292548480329044
62;Middle;2;Control;-1;-1;,166666666666667;,884244372990354;1573;1349;50; ;100;100;311;12;5;3;2;4;3;23;29;7,77763789012932;7,33333333333333;7,33333333333333;7,5;2,5;1,7;4,375;4;,529749950866106;-,97776816210334;-2,18775893492157;,360210201668587;-,0682032911705196;,725173889712485;,890133842007355;-,949214571695112;,699723485121313;,865023025879585;,979444117287931;-,529749950866106;-,529749950866106
65;Middle;1;Control;-1;-1;,166666666666667;,977198697068404;1092;936;0; ;100;20;307;12;3;5;6;6;6;34;36;37,4824114277185;6,66666666666667;5,66666666666667;5;3,6;1,8;3,25;4;,672070833188344;-,97776816210334;,535765400375799;-,718663401972966;-1,36348038743468;,725173889712485;-2,25984277583179;,145395126590458;,162622302512203;-,185612228225173;-,298709153218309;-,672070833188344;-,672070833188344
49;Middle;2;Control;-1;-1;1;,967213114754098;1277;1604;10; ;80;90;305;12;4;6;5;4;4;35;34;37,4824114277185;7;4,33333333333333;5,83333333333333;2,5;1,5;3,125;3,875;-,0869738725302564;1,74666324933011;,243191851970553;-,303712015956984;-1,10442496818185;-,164306860871825;,496386764777462;,244905099161874;,431172893816758;-1,02612043150898;,127341936950437;,0869738725302564;,0869738725302564
65;Middle;2;Control;-1;-1;0;,851973684210526;1320,5;1159,5;0; ;80;80;304;12;3;5;9;6;6;38;30;37,4824114277185;4,83333333333333;7,66666666666667;7,66666666666667;2,8;1,1;4,125;4,375;,672070833188344;-1,52265444439003;-3,1332771459396;-,206142365731605;-1,36348038743468;-,164306860871825;,102639687547569;,54343501687612;-1,31440594966285;1,07515007670054;1,06465433532168;-,672070833188344;-,672070833188344
44;Middle;1;Control;-1;-1;0;,927392739273927;1165;1007,5;100; ;100;100;303;12;5;6;2;7;7;28;26;7,81529354676688;8;8;8;3,3;2,3;3,5;3,25;-,324175343067319;-1,52265444439003;-,92352914499847;-,554925828031525;1,22707380509365;,725173889712485;,890133842007355;-,451664708838035;1,23682466773042;1,28527712752149;1,23507477138918;,324175343067319;,324175343067319
57;Middle;1;Control;-1;-1;,5;,976973684210526;1230;1211,5;10; ;80;20;304;12;6;3;5;6;6;27;30;34,8753283446022;8;8;1;3,4;1,1;4,375;4,5;,292548480329044;,112004402470041;,529172614077124;-,409132097809693;-1,10442496818185;-,164306860871825;-2,25984277583179;-,55117468140945;1,23682466773042;1,28527712752149;-2,34375438602829;-,292548480329044;-,292548480329044
46;Middle;2;Control;-1;-1;,416666666666667;,986928104575163;1912;2654,5;50; ;90;80;306;12;2;2;-9;5;6;38;28;34,8753283446022;7,33333333333333;7;6,33333333333333;3,2;1;3,625;3,625;-,229294754852494;-,160438738673304;,82083312988169;1,12058057928706;-,0682032911705196;,28043351442033;,102639687547569;,54343501687612;,699723485121313;,654895975058634;,382972591051685;,229294754852494;,229294754852494
49;Middle;1;Control;-1;-1;,416666666666667;,963934426229508;2036;1420;50; ;80;80;305;12;0;2;3;6;6;28;35;37,4824114277185;6,66666666666667;6,33333333333333;5,83333333333333;2,4;1,1;4;4,375;-,0869738725302564;-,160438738673304;,147127595970116;1,39871015694102;-,0682032911705196;-,164306860871825;,102639687547569;-,451664708838035;,162622302512203;,23464187341673;,127341936950437;,0869738725302564;,0869738725302564
37;Middle;1;Control;-1;-1;,666666666666667;,993399339933993;1287;1418;80; ;95;85;303;12;2;4;7;6;5;45;35;45;5,5;6;5,66666666666667;3,7;1,9;3,25;3,25;-,656257401819207;,656890684756732;1,01043772497736;-,281282211307472;,70896296658798;,502803702066407;,299513226162515;1,24000482487603;-,777304767053739;,0245148225957787;,0421317189166884;,656257401819207;,656257401819207
38;Middle;2;Gains;1;0;0;,901315789473684;1376,5;1107,5;100;100;100;100;304;12;3;1;9;6;6;21;24;43,0113621435259;8;8;8;2,8;3,1;3,25;3,375;-,608817107711794;-1,52265444439003;-1,68757329330142;-,0805354596943346;1,22707380509365;,725173889712485;,890133842007355;-1,14823451683794;1,23682466773042;1,28527712752149;1,23507477138918;-,608817107711794;0
53;Middle;2;Gains;1;0;,666666666666667;,980327868852459;1222;1073,5;100;75;70;100;305;12;3;2;1;4;6;29;36;45;6,83333333333333;6,66666666666667;6,83333333333333;2,5;1,6;3,875;4;,102787303899394;,656890684756732;,62744887597231;-,427075941529303;1,22707380509365;-,60904723616398;,890133842007355;-,352154736266619;,29689759816448;,444768924237682;,638603245152933;,102787303899394;0
37;Middle;1;Gains;1;0;,833333333333333;,98019801980198;1361;1624,5;85;100;95;85;303;12;2;4;8;5;6;44;35;16,260204708312;4,83333333333333;5;3;4,1;2,2;2,75;3,625;-,656257401819207;1,20177696704342;,623644350982192;-,115301656901079;,838490676214396;,502803702066407;,299513226162515;1,14049485230461;-1,31440594966285;-,605866329867076;-1,3212317696233;-,656257401819207;0
62;Middle;2;Gains;1;0;,333333333333333;,96742671009772;1429;1439;80;100;100;80;307;12;0;3;9;6;6;33;35;19,0577045101283;7;7,5;7,33333333333333;3,5;1,1;4;3,875;,529749950866106;-,432881879816649;,249450109690452;,0372210147156062;,70896296658798;,725173889712485;,102639687547569;,0458851540190427;,431172893816758;,970086551290061;,894233899254181;,529749950866106;0
50;Middle;1;Gains;1;0;,75;,98019801980198;1081;1035,5;75;100;100;90;303;12;2;6;5;5;6;38;34;16,260204708312;7;6,83333333333333;5;3,4;1,2;4,25;4,125;-,0395335784228439;,929333825900077;,623644350982192;-,74333618708743;,579435256961563;,725173889712485;,496386764777462;,54343501687612;,431172893816758;,549832449648158;-,298709153218309;-,0395335784228439;0
36;Middle;2;Gains;1;0;,5;,964052287581699;1409;1177,5;50;0;100;100;306;12;4;5;1;6;6;56;31;29,4949558176877;8;6;6;4,2;1,5;4,75;4,375;-,703697695926619;,112004402470041;,150580886218498;-,00763859458341888;-,0682032911705196;,725173889712485;,890133842007355;2,3346145231616;1,23682466773042;,0245148225957787;,212552154984187;-,703697695926619;0
56;Middle;2;Gains;1;0;,833333333333333;,986754966887417;1138;1358;50;0;80;80;302;12;4;6;3;6;5;49;34;34,8753283446022;6,83333333333333;7,33333333333333;6,66666666666667;3,5;1,4;3,25;3,75;,245108186221631;1,20177696704342;,815760265218203;-,615486300585209;-,0682032911705196;-,164306860871825;,102639687547569;1,63804471516169;,29689759816448;,865023025879585;,553393027119184;,245108186221631;0
36;Middle;2;Gains;1;0;,833333333333333;,973684210526316;1397;1644;100;100;100;87;304;12;6;6;2;7;6;52;28;30,4655449194599;7,16666666666667;5,16666666666667;4,33333333333333;4,6;1;3,75;3,625;-,703697695926619;1,20177696704342;,432792357234579;-,0345543601628339;1,22707380509365;,725173889712485;,378262641608494;1,93657463287594;,565448189469036;-,5008028044566;-,639550025353306;-,703697695926619;0
40;Middle;2;Gains;1;0;,666666666666667;,944078947368421;1175;1480,5;64;50;84;90;304;12;6;6;2;4;6;50;33;22,0205965560157;6,66666666666667;5,33333333333333;6,66666666666667;3,8;2,6;3,75;3,5;-,513936519496969;,656890684756732;-,434629954348332;-,532496023382012;,294474295783447;,0135892892450369;,496386764777462;1,73755468773311;,162622302512203;-,395739279046125;,553393027119184;-,513936519496969;0
43;Middle;1;Gains;1;0;1;,99009900990099;1310;1141,5;70;100;70;70;303;12;4;6;5;7;6;38;35;17,7097245238628;5,16666666666667;6,5;5,5;2,6;1;4,375;4,25;-,371615637174732;1,74666324933011;,913739381478567;-,229693660613593;,449907547335146;-,60904723616398;-,291107389682324;,54343501687612;-1,04585535835829;,339705398827206;-,043078499117061;-,371615637174732;0
57;Middle;2;Gains;1;0;,833333333333333;,957377049180328;2119;1815;3;0;5;9;305;12;3;3;1;6;6;27;32;28,1013513059618;6,33333333333333;7,5;6,83333333333333;3,1;1,2;3,625;3,5;,292548480329044;1,20177696704342;-,0450009160307625;1,58487753553197;-1,28576376165883;-3,49985967556299;-2,69296456078467;-,55117468140945;-,105928288792352;,970086551290061;,638603245152933;,292548480329044;0
59;Middle;2;Gains;1;0;0;,885245901639344;2433;2254,5;80;100;60;80;305;12;2;5;1;4;6;16;21;24,264766062003;5,33333333333333;5,16666666666667;5,16666666666667;2,2;2,3;3,625;3,625;,387429068543869;-1,52265444439003;-2,15841454804041;2,28917340152666;,70896296658798;-1,05378761145613;,102639687547569;-1,64578437969502;-,911580062706017;-,5008028044566;-,213498935184559;,387429068543869;0
59;Middle;1;Gains;1;0;0;,933774834437086;1011;1055;50;0;100;75;302;12;1;7;1;6;7;22;33;37,4824114277185;5,66666666666667;2,16666666666667;2,16666666666667;4;1;4,25;4,375;,387429068543869;-1,52265444439003;-,736536321808754;-,900344819634018;-,0682032911705196;,725173889712485;-,0942338510673774;-1,04872454426653;-,643029471401462;-2,39194626184517;-1,74728285979205;,387429068543869;0
43;Middle;1;Gains;1;0;,666666666666667;,983333333333333;1169,5;1126;51;50;75;76;300;12;4;4;9;5;6;41;33;25,3959118491706;4,16666666666667;5,16666666666667;3,83333333333333;3,1;2,2;3,75;3,625;-,371615637174732;,656890684756732;,715507777306043;-,544832415939244;-,0422977492452363;-,386677048517902;-,0548591433443881;,841964934590366;-1,85150713227196;-,5008028044566;-,895180679454554;-,371615637174732;0
61;Middle;2;Gains;1;0;,666666666666667;,980392156862745;2130,5;2314,5;100;100;90;80;306;12;4;4;6;2;5;20;32;27,5076754748896;5,83333333333333;7,66666666666667;7,5;3,3;1,1;3,875;4,25;,482309656758694;,656890684756732;,629332488835062;1,61067181087891;1,22707380509365;,28043351442033;,102639687547569;-1,24774448940936;-,508754175749185;1,07515007670054;,979444117287931;,482309656758694;0
53;Middle;1;Gains;1;0;,5;,980456026058632;1452;1421;80;0;80;70;307;12;3;6;4;5;6;25;34;52,1805354977202;5,16666666666667;6,66666666666667;6,16666666666667;3,5;1,2;4;4;,102787303899394;,112004402470041;,631203830604248;,088809565409485;,70896296658798;-,164306860871825;-,291107389682324;-,750194626552281;-1,04585535835829;,444768924237682;,297762373017936;,102787303899394;0
36;Middle;1;Gains;1;0;,333333333333333;,940397350993378;926;831;0;0;100;100;302;12;2;6;8;5;6;39;26;34,8753283446022;7,5;5,5;3,66666666666667;2,9;1;4,25;4,625;-,703697695926619;-,432881879816649;-,542499248430384;-1,09099815915487;-1,36348038743468;,725173889712485;,890133842007355;,642944989447535;,833998780773591;-,290675753635649;-,980390897488303;-,703697695926619;0
63;Middle;1;Gains;1;0;,25;,758278145695364;1733,5;2126;0;0;100;80;302;12;1;6;5;7;6;33;35;37,4824114277185;6,83333333333333;7,5;7,5;3,8;1,2;3,5;3,875;,577190244973519;-,705325020959994;-5,87851876633555;,720208566293263;-1,36348038743468;,725173889712485;,102639687547569;,0458851540190427;,29689759816448;,970086551290061;,979444117287931;,577190244973519;0
62;Middle;2;Gains;1;0;,5;,983606557377049;1120;1507;0;0;100;100;305;12;4;6;3;6;6;28;37;7,81529354676688;6;7;8;4,3;1,1;2,625;2,875;,529749950866106;,112004402470041;,723513131972747;-,655859948954331;-1,36348038743468;,725173889712485;,890133842007355;-,451664708838035;-,374478880096907;,654895975058634;1,23507477138918;,529749950866106;0
49;Middle;1;Gains;1;0;,75;,99009900990099;1191;1391,5;0;0;90;90;303;12;3;3;5;3;5;40;32;40,072890052351;5,66666666666667;3,33333333333333;1,5;2,8;1,5;4;4,125;-,0869738725302564;,929333825900077;,913739381478567;-,496608335942792;-1,36348038743468;,28043351442033;,496386764777462;,742454962018951;-,643029471401462;-1,65650158397183;-2,08812373192704;-,0869738725302564;0
39;Middle;1;Losses;0;1;,5;,960264900662252;1435;1698;100;0;90;100;302;12;2;4;1;5;4;38;35;21,5014343240479;7,66666666666667;8;6,66666666666667;2,1;1,1;3,875;3,375;-,561376813604382;,112004402470041;,0396119717047246;,0506788975053137;1,22707380509365;,28043351442033;,890133842007355;,54343501687612;,968274076425868;1,28527712752149;,553393027119184;0;-,561376813604382
38;Middle;1;Losses;0;1;,5;,954248366013072;805;736;80;100;90;85;306;12;2;4;9;6;6;42;35;0;3,83333333333333;5,33333333333333;2,33333333333333;3;1,2;3;3,125;-,608817107711794;,112004402470041;-,13667007535144;-1,36239879541398;,70896296658798;,28043351442033;,299513226162515;,941474907161782;-2,12005772357651;-,395739279046125;-1,6620726417583;0;-,608817107711794
47;Middle;1;Losses;0;1;,583333333333333;,986928104575163;1688,5;1594,5;98;0;98;98;306;12;1;3;3;4;4;32;33;37,4824114277185;5,5;6,5;3;2,8;1,7;3,375;3,75;-,181854460745081;,384447543613387;,82083312988169;,619274445370457;1,17526272124308;,636225814654054;,811384426561376;-,0536248185523727;-,777304767053739;,339705398827206;-1,3212317696233;0;-,181854460745081
63;Middle;1;Losses;0;1;0;,960655737704918;1718;1850,5;50; ;90;50;305;12;4;2;1;4;6;28;33;5,22394759626842;6,66666666666667;6,66666666666667;6,66666666666667;1,5;1,1;4,25;3,625;,577190244973519;-1,52265444439003;,0510633399696783;,685442369086518;-,0682032911705196;,28043351442033;-1,07860154414211;-,451664708838035;,162622302512203;,444768924237682;,553393027119184;0;,577190244973519
48;Middle;2;Losses;0;1;,5;,940789473684211;1657;2190;60;75;75;60;304;12;2;5;3;5;5;16;24;40,3999043337367;7,66666666666667;7;4,33333333333333;3,9;1,1;3,75;3,125;-,134414166637669;,112004402470041;-,531010211190876;,548620560724492;,190852128082313;-,386677048517902;-,684854466912217;-1,64578437969502;,968274076425868;,654895975058634;-,639550025353306;0;-,134414166637669
60;Middle;2;Losses;0;1;,416666666666667;,983606557377049;1427;1173,5;50;0;90;80;305;12;1;3;1;4;2;37;33;27,6810615684853;6,5;4,83333333333333;3,5;4,1;1;2,875;4;,434869362651281;-,160438738673304;,723513131972747;,0327350537857037;-,0682032911705196;,28043351442033;,102639687547569;,443925044304704;,0283470068599256;-,710929855277552;-1,06560111552205;0;,434869362651281
45;Middle;2;Losses;0;1;,583333333333333;,986754966887417;1106;1316;100;0;100;100;302;12;1;3;8;7;7;40;35;12,8243981022352;7;6,16666666666667;5,66666666666667;4,2;1;3,75;3;-,276735048959906;,384447543613387;,815760265218203;-,687261675463649;1,22707380509365;,725173889712485;,890133842007355;,742454962018951;,431172893816758;,129578348006255;,0421317189166884;0;-,276735048959906
64;Middle;2;Losses;0;1;,333333333333333;,972972972972973;1335;1646;70;50;70;80;296;12;3;3;1;4;4;30;34;26,3282931051709;6,5;4,5;5;3,3;1;3,875;4,375;,624630539080931;-,432881879816649;,411953382782137;-,173619148989812;,449907547335146;-,60904723616398;,102639687547569;-,252644763695204;,0283470068599256;-,921056906098504;-,298709153218309;0;,624630539080931
44;Middle;2;Losses;0;1;,166666666666667;,97682119205298;1161,5;1085,5;0;0;95;95;302;12;6;6;1;7;5;34;34;37,0136158549098;5,33333333333333;5;4,16666666666667;3,6;1;4,875;4,875;-,324175343067319;-,97776816210334;,524704655150648;-,562776259658854;-1,36348038743468;,502803702066407;,693260303392408;,145395126590458;-,911580062706017;-,605866329867076;-,724760243387055;0;-,324175343067319
46;Middle;2;Losses;0;1;,166666666666667;,967213114754098;1326;1144;80;90;90;90;305;12;2;5;1;6;6;30;33;30,3276341191339;7,33333333333333;7;6,5;2;1,3;2,875;3,25;-,229294754852494;-,97776816210334;,243191851970553;-,193805973174373;,70896296658798;,28043351442033;,496386764777462;-,252644763695204;,699723485121313;,654895975058634;,468182809085435;0;-,229294754852494
65;Middle;2;Losses;0;1;,833333333333333;,976897689768977;1727;1635;100;0;70;100;303;12;4;3;2;7;6;32;33;34,8753283446022;8;8;8;4,6;1,3;4,125;4,5;,672070833188344;1,20177696704342;,526946007483403;,70562919327108;1,22707380509365;-,60904723616398;,890133842007355;-,0536248185523727;1,23682466773042;1,28527712752149;1,23507477138918;0;,672070833188344
52;Middle;2;Losses;0;1;,333333333333333;,960264900662252;1254;1195;50;100;60;90;302;12;4;6;2;6;6;33;30;35,7617070687069;7;7,16666666666667;7,16666666666667;3,3;1,1;3,5;3,625;,0553470097919812;-,432881879816649;,0396119717047246;-,355300566650863;-,0682032911705196;-1,05378761145613;,496386764777462;,0458851540190427;,431172893816758;,75995950046911;,809023681220432;0;,0553470097919812
45;Middle;2;Losses;0;1;,166666666666667;,927868852459016;2348;2287,5;30;50;70;30;305;12;4;2;2;6;5;26;32;37,4824114277185;8;6,83333333333333;5,33333333333333;3,7;2,2;3,5;3,625;-,276735048959906;-,97776816210334;-,90957922003471;2,09852006200581;-,586314129676186;-,60904723616398;-1,8660956986019;-,650684653980865;1,23682466773042;,549832449648158;-,12828871715081;0;-,276735048959906
51;Middle;1;Losses;0;1;1;,983660130718954;2517;1928,5;80;50;70;80;306;12;4;3;2;6;6;26;31;32,9052429229879;6,5;5;5,66666666666667;2,8;1,1;3,875;4,25;,00790671568456864;1,74666324933011;,725082809358374;2,47758376058257;,70896296658798;-,60904723616398;,102639687547569;-,650684653980865;,0283470068599256;-,605866329867076;,0421317189166884;0;,00790671568456864
53;Middle;1;Losses;0;1;,833333333333333;,990066225165563;987;872;70;50;80;80;302;12;1;6;9;6;6;35;36;32,9052429229879;4,83333333333333;6;6,33333333333333;2,8;1,1;3,5;3,75;,102787303899394;1,20177696704342;,912778801907385;-,954176350792848;,449907547335146;-,164306860871825;,102639687547569;,244905099161874;-1,31440594966285;,0245148225957787;,382972591051685;0;,102787303899394
38;Middle;2;Losses;0;1;0;,944078947368421;1669;2390,5;100;100;100;100;304;12;2;1;9;3;6;25;30;4,03771062097712;3,33333333333333;3,33333333333333;3,33333333333333;2,4;3,3;3,5;2,625;-,608817107711794;-1,52265444439003;-,434629954348332;,575536326303907;1,22707380509365;,725173889712485;,890133842007355;-,750194626552281;-2,52288361053335;-1,65650158397183;-1,1508113335558;0;-,608817107711794
40;Middle;2;Losses;0;1;,583333333333333;,977049180327869;1240;964,5;100;0;100;100;305;12;1;5;7;7;6;35;31;26,8725389916558;6,83333333333333;5,83333333333333;4,33333333333333;4;1,3;3,375;3,875;-,513936519496969;,384447543613387;,531384619971869;-,386702293160181;1,22707380509365;,725173889712485;,890133842007355;,244905099161874;,29689759816448;-,0805487028146973;-,639550025353306;0;-,513936519496969
37;Middle;1;Losses;0;1;,75;,967320261437909;1589;1237,5;95;0;95;95;306;12;2;6;1;5;6;36;33;37,4824114277185;7,83333333333333;4,16666666666667;4,66666666666667;3,2;1,9;4,625;4,625;-,656257401819207;,929333825900077;,246331206741811;,396097889107807;1,09754609546723;,502803702066407;,693260303392408;,344415071733289;1,10254937207815;-1,13118395691946;-,469129589285807;0;-,656257401819207
58;Middle;1;Losses;0;1;,75;,986798679867987;1332;1595;95;50;90;100;303;12;4;3;6;5;6;40;32;-10,3888578154696;5,5;7;5,66666666666667;3,3;1,1;3,875;3,375;,339988774436456;,929333825900077;,817041037979774;-,180348090384665;1,09754609546723;,28043351442033;,890133842007355;,742454962018951;-,777304767053739;,654895975058634;,0421317189166884;0;,339988774436456
